ProteinID,feature_annotation,GO_annotation,Description,SigP-Prediction,SigP_score,SigP_CS_Position,DLP-prediction,DLP-score,GPApred-prediction,GPApred-score,TMHMM-topology,TMHMM-TM,Phobius-TM,Phobius-prediction,length,s_seq_id,per_ident,length,qlen,slen,evalue,bitscore
WP_002456615.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.7974,None,None,o,0,0,i,364,None,None,None,None,None,None,None
WP_002456621.1,None,Unknown,fatty acid desaturase ,OTHER,1,None,Cytoplasmic Membrane,0.9917,None,None,o15-37i58-80o,2,1,o6-35i,113,None,None,None,None,None,None,None
WP_002456631.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9953,None,None,i5-24o28-50i69-86o91-108i143-162o166-185i,6,6,i5-24o30-48i68-86o92-108i143-161o167-185i,195,None,None,None,None,None,None,None
WP_002456632.1,None,Unknown,flavin reductase family protein ,OTHER,1,None,Cytoplasmic,0.9899,None,None,o,0,0,i,203,None,None,None,None,None,None,None
WP_002456633.1,None,Unknown,SDR family oxidoreductase ,OTHER,1,None,Cytoplasmic,0.7588,None,None,o,0,0,i,293,None,None,None,None,None,None,None
WP_002456634.1,None,Unknown,amidohydrolase ,OTHER,1,None,Cytoplasmic,0.9977,None,None,o,0,0,i,372,None,None,None,None,None,None,None
WP_002456635.1,None,Unknown,ribulokinase ,OTHER,1,None,Cytoplasmic,0.8816,None,None,o,0,0,i,536,None,None,None,None,None,None,None
WP_002456656.1,None,Cytoplasmic_membrane,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,o28-50i57-79o83-102i138-160o185-207i,5,5,o6-25i32-52o72-99i138-164o184-207i,231,None,None,None,None,None,None,None
WP_002456659.1,None,Unknown,MFS transporter ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i7-29o39-60i72-94o104-123i130-152o157-179i214-236o246-268i281-303o364-383i,10,10,i7-27o39-60i72-94o100-120i132-151o157-179i214-237o243-264i276-308o364-383i,392,None,None,None,None,None,None,None
WP_002456690.1,None,Unknown,D-lactate dehydrogenase ,OTHER,1,None,Cytoplasmic,0.9901,None,None,o,0,0,i,330,None,None,None,None,None,None,None
WP_002456694.1,None,Unknown,methylated-DNA--_protein_-cysteine S-methyltransferase ,OTHER,1,None,Cytoplasmic,0.9298,None,None,o,0,0,i,172,None,None,None,None,None,None,None
WP_002456695.1,None,Unknown,hypothetical protein ,OTHER,1,None,Extracellular,0.5926,None,None,o,0,0,i,154,None,None,None,None,None,None,None
WP_002456703.1,None,Unknown,sulfate adenylyltransferase ,OTHER,1,None,Cytoplasmic,0.9951,None,None,o,0,0,i,392,None,None,None,None,None,None,None
WP_002456704.1,None,Unknown,NAD_P_-binding protein ,OTHER,1,None,Cytoplasmic,0.9764,None,None,o,0,0,i,203,None,None,None,None,None,None,None
WP_002456708.1,None,Unknown,glutathione peroxidase ,OTHER,1,None,Cytoplasmic,0.7454,None,None,o,0,0,i,158,None,None,None,None,None,None,None
WP_002456709.1,None,Unknown,dihydrolipoyl dehydrogenase family protein ,OTHER,1,None,Cytoplasmic,0.9656,None,None,o,0,0,i,447,None,None,None,None,None,None,None
WP_002456711.1,None,Unknown,zinc-ribbon domain-containing protein ,OTHER,0.999677,None,Cytoplasmic Membrane,0.9026,None,None,i67-89o,1,1,i68-91o,249,None,None,None,None,None,None,None
WP_002456713.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,o157-176i189-208o218-240i260-282o309-327i,5,5,o157-177i189-207o219-240i260-286o306-327i,394,None,None,None,None,None,None,None
WP_002456715.1,None,Unknown,DUF4064 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.8241,None,None,i9-31o67-89i96-118o,3,3,i12-31o62-89i96-126o,196,None,None,None,None,None,None,None
WP_002456717.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.9466,None,None,o,0,0,i,249,None,None,None,None,None,None,None
WP_002456718.1,None,Unknown,sensor histidine kinase ,OTHER,1,None,Cytoplasmic Membrane,0.9991,None,None,i13-32o36-54i,2,2,i12-30o36-54i,298,None,None,None,None,None,None,None
WP_002456720.1,None,Unknown,alkaline phosphatase ,SP,0.998878,CS pos: 30-31. Pr: 0.9764,Extracellular,0.9976,None,None,o,0,0,n11-22c30/31o,489,None,None,None,None,None,None,None
WP_002456722.1,None,Unknown,CDP-glycerol glycerophosphotransferase family protein ,OTHER,1,None,Cytoplasmic Membrane,0.7552,None,None,o,0,0,i,777,None,None,None,None,None,None,None
WP_002456741.1,None,Unknown,alpha-keto acid decarboxylase family protein ,OTHER,0.998676,None,Cytoplasmic,0.9572,None,None,o,0,0,i,549,None,None,None,None,None,None,None
WP_002456744.1,None,Extracellular,M4 family metallopeptidase ,SP,0.998989,CS pos: 28-29. Pr: 0.9676,Extracellular,0.9897,None,None,o,0,0,n7-18c24/25o,507,None,None,None,None,None,None,None
WP_002456747.1,None,Unknown,DUF1672 domain-containing protein ,LIPO,1,CS pos: 17-18. Pr: 0.9953,Extracellular,0.6921,None,None,o,0,0,n4-15c20/21o,304,None,None,None,None,None,None,None
WP_002456765.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.5165,None,None,o,0,0,i,68,None,None,None,None,None,None,None
WP_002456767.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,o5-24i31-48o52-71i,3,3,o6-24i31-49o55-72i,82,None,None,None,None,None,None,None
WP_002456769.1,None,Unknown,YfcC family protein ,OTHER,0.999911,None,Cytoplasmic Membrane,0.9998,None,None,i21-43o130-152i165-187o192-214i216-238o248-270i312-334o338-360i367-389o409-431i438-460o465-484i497-519o,13,13,i21-42o132-156i168-187o193-210i217-237o249-271i311-328o334-355i367-388o408-431i438-460o466-485i497-519o,521,None,None,None,None,None,None,None
WP_002456822.1,None,Unknown,glycosyltransferase family 4 protein ,OTHER,1,None,Cytoplasmic,0.9564,None,None,o,0,0,i,501,None,None,None,None,None,None,None
WP_002456823.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.6016,None,None,o,0,0,i,70,None,None,None,None,None,None,None
WP_002456832.1,None,Unknown,DUF2309 domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.5361,None,None,o,0,0,i,855,None,None,None,None,None,None,None
WP_002456834.1,None,Unknown,alpha_beta hydrolase ,OTHER,1,None,Cytoplasmic,0.9878,None,None,o,0,0,i,242,None,None,None,None,None,None,None
WP_002456835.1,None,Unknown,pentapeptide repeat-containing protein ,OTHER,1,None,Extracellular,0.8598,None,None,o,0,0,i,179,None,None,None,None,None,None,None
WP_002456836.1,lipoprotein,Unknown,dipeptide ABC transporter glycylmethionine-binding lipoprotein ,LIPO,1,CS pos: 17-18. Pr: 0.9967,Cytoplasmic Membrane,0.6111,None,None,o,0,0,n4-15c19/20o,281,None,None,None,None,None,None,None
WP_002456837.1,None,Unknown,glutamate biosynthesis transcriptional regulator GltC ,OTHER,1,None,Cytoplasmic,0.9553,None,None,o,0,0,i,293,None,None,None,None,None,None,None
WP_002456849.1,None,Unknown,glycosyltransferase ,OTHER,1,None,Cytoplasmic,0.9247,None,None,o,0,0,i,500,None,None,None,None,None,None,None
WP_002456851.1,None,Unknown,bacillithiol biosynthesis deacetylase BshB2 ,OTHER,1,None,Cytoplasmic,0.9974,None,None,o,0,0,i,221,None,None,None,None,None,None,None
WP_002456854.1,None,Unknown,uracil-DNA glycosylase ,OTHER,1,None,Cytoplasmic,0.9969,None,None,o,0,0,i,216,None,None,None,None,None,None,None
WP_002456926.1,None,Unknown,hemolysin family protein ,OTHER,0.865977,None,Cytoplasmic Membrane,1,None,None,o5-27i58-80o100-122i139-161o,4,3,o6-30i60-80o100-121i,449,None,None,None,None,None,None,None
WP_002456931.1,None,Unknown,hypothetical protein ,OTHER,0.981879,None,Cytoplasmic,0.7354,None,None,o4-26i,1,1,o20-41i,87,None,None,None,None,None,None,None
WP_002456943.1,None,Unknown,TIGR01457 family HAD-type hydrolase ,OTHER,1,None,Cytoplasmic,0.9923,None,None,o,0,0,i,259,None,None,None,None,None,None,None
WP_002456947.1,None,Unknown,Na__H_ antiporter Mnh1 subunit D ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,o6-25i32-54o74-96i109-126o131-153i165-187o211-233i242-264o274-296i303-320o330-352i372-394o409-431i452-474o,14,14,o6-24i33-50o70-97i109-126o132-152i164-186o206-226i238-261o273-297i304-323o329-352i372-395o407-431i451-477o,498,None,None,None,None,None,None,None
WP_002456953.1,None,Unknown,signal peptidase I ,OTHER,0.832236,None,Cytoplasmic Membrane,0.9766,None,None,i7-29o,1,1,i7-31o,173,None,None,None,None,None,None,None
WP_002456954.1,None,Unknown,signal peptidase I ,OTHER,0.998466,None,Cytoplasmic Membrane,0.978,None,None,o5-27i,1,1,o6-27i,191,None,None,None,None,None,None,None
WP_002456955.1,None,Unknown,helicase-exonuclease AddAB subunit AddB ,OTHER,1,None,Cytoplasmic,0.6253,None,None,o,0,0,i,1159,None,None,None,None,None,None,None
WP_002456957.1,None,Unknown,YisL family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,o5-24i37-56o71-92i104-126o,4,4,o6-23i35-53o73-91i103-123o,133,None,None,None,None,None,None,None
WP_002456958.1,None,Unknown,CoA-disulfide reductase ,OTHER,1,None,Cytoplasmic,0.9843,None,None,o,0,0,n4-11c16/17o,438,None,None,None,None,None,None,None
WP_002456959.1,None,Unknown,Cof-type HAD-IIB family hydrolase ,OTHER,1,None,Cytoplasmic,0.9986,None,None,o,0,0,i,273,None,None,None,None,None,None,None
WP_002456961.1,None,Unknown,alpha-glucoside-specific PTS transporter subunit IIBC ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,i7-29o56-78i85-107o131-153i166-188o198-220i304-321o326-343i350-372o382-404i,10,10,i12-31o51-73i85-107o127-151i172-195o201-220i304-320o326-344i351-373o379-399i,529,None,None,None,None,None,None,None
WP_002456963.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic Membrane,0.9903,None,None,i7-26o36-58i65-87o91-110i,4,4,i9-27o33-58i65-86o92-109i,118,None,None,None,None,None,None,None
WP_002456964.1,None,Unknown,amino acid permease ,OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,o15-32i45-67o119-141i153-175o195-217i238-260o280-302i329-351o361-383i403-425o430-449i,11,12,i12-32o38-58i95-117o123-141i153-175o195-217i238-259o279-309i329-355o361-385i406-425o431-449i,458,None,None,None,None,None,None,None
WP_002456966.1,None,Unknown,N-acetylmuramic acid 6-phosphate etherase ,OTHER,1,None,Cytoplasmic,0.9995,None,None,o,0,0,i,295,None,None,None,None,None,None,None
WP_002456988.1,None,Unknown,energy-coupling factor transporter ATPase ,OTHER,1,None,Cytoplasmic Membrane,0.8598,None,None,o,0,0,i,286,None,None,None,None,None,None,None
WP_002456989.1,None,Cytoplasmic_membrane,energy-coupling factor transporter transmembrane component T family protein ,OTHER,0.999998,None,Cytoplasmic Membrane,0.9998,None,None,i26-48o73-95i112-134o248-267i,4,6,i26-53o73-95i115-134o154-173i194-213o247-265i,268,None,None,None,None,None,None,None
WP_002456990.1,None,Unknown,tRNA pseudouridine_38-40_ synthase TruA ,OTHER,1,None,Cytoplasmic,0.9685,None,None,o,0,0,i,267,None,None,None,None,None,None,None
WP_002456994.1,None,Unknown,LLM class flavin-dependent oxidoreductase ,OTHER,1,None,Cytoplasmic,0.8185,None,None,o,0,0,i,341,None,None,None,None,None,None,None
WP_002456995.1,None,Unknown,zinc-binding alcohol dehydrogenase family protein ,OTHER,1,None,Cytoplasmic,0.9057,None,None,o,0,0,i,336,None,None,None,None,None,None,None
WP_002456996.1,None,Unknown,IucA_IucC family protein ,OTHER,1,None,Cytoplasmic,0.5153,None,None,i77-99o,1,0,i,653,None,None,None,None,None,None,None
WP_002456997.1,None,Unknown,IucA_IucC family protein ,OTHER,1,None,Cytoplasmic,0.7937,None,None,o,0,0,i,585,None,None,None,None,None,None,None
WP_002456999.1,None,Unknown,UTP--glucose-1-phosphate uridylyltransferase ,OTHER,1,None,Cytoplasmic,0.9672,None,None,o,0,0,i,395,None,None,None,None,None,None,None
WP_002457000.1,None,Unknown,multidrug efflux MFS transporter SdrM ,OTHER,0.999972,None,Cytoplasmic Membrane,0.9993,None,None,i7-29o39-61i68-90o105-127i134-156o161-183i196-214o218-237i257-279o294-311i323-342o346-363i384-406o416-438i,14,14,i7-30o42-61i70-88o94-115i127-149o161-182i194-213o219-237i257-278o290-311i323-340o346-364i385-407o419-438i,445,None,None,None,None,None,None,None
WP_002457053.1,None,Unknown,3-isopropylmalate dehydratase small subunit ,OTHER,1,None,Cytoplasmic,0.9923,None,None,o,0,0,i,189,None,None,None,None,None,None,None
WP_002457054.1,None,Unknown,3-isopropylmalate dehydratase large subunit ,OTHER,1,None,Cytoplasmic,0.9624,None,None,o,0,0,i,456,None,None,None,None,None,None,None
WP_002457055.1,None,Cytoplasm,3-isopropylmalate dehydrogenase ,OTHER,1,None,Cytoplasmic,0.9864,None,None,o,0,0,i,347,None,None,None,None,None,None,None
WP_002457068.1,None,Unknown,intramembrane glutamic endopeptidase MroQ ,OTHER,1,None,Cytoplasmic Membrane,0.9993,None,None,i5-27o42-64i84-106o121-140i161-180o185-202i,6,5,n4-13c17/18o41-60i81-106o118-140i161-179o185-203i,246,None,None,None,None,None,None,None
WP_002457072.1,None,Unknown,phenol-soluble modulin export ABC transporter ATP-binding protein PmtA ,OTHER,1,None,Cytoplasmic Membrane,0.8486,None,None,o,0,0,i,304,None,None,None,None,None,None,None
WP_002457073.1,None,Unknown,phenol-soluble modulin export ABC transporter permease subunit PmtB ,OTHER,1,None,Cytoplasmic Membrane,0.9567,None,None,i13-32o42-64i88-110o120-142i154-176o186-208i,6,6,i12-32o38-58i90-109o121-142i154-180o192-212i,219,None,None,None,None,None,None,None
WP_002457075.1,None,Unknown,C45 family autoproteolytic acyltransferase_hydolase ,OTHER,1,None,Cytoplasmic,0.7286,None,None,o,0,0,i,346,None,None,None,None,None,None,None
WP_002457081.1,None,Unknown,isochorismatase family cysteine hydrolase ,OTHER,1,None,Cytoplasmic,0.994,None,None,o,0,0,i,184,None,None,None,None,None,None,None
WP_002457082.1,None,Unknown,glycosyl hydrolase family 28-related protein ,OTHER,1,None,Extracellular,0.7315,None,None,o,0,0,i,365,None,None,None,None,None,None,None
WP_002457091.1,None,Unknown,FUSC family protein ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,i23-45o60-79i86-108o128-150i,4,5,o20-46i58-78o84-102i109-126o132-150i,328,None,None,None,None,None,None,None
WP_002457092.1,None,Unknown,type I methionyl aminopeptidase ,OTHER,1,None,Cytoplasmic,0.9853,None,None,o,0,0,i,251,None,None,None,None,None,None,None
WP_002457099.1,None,Unknown,phosphoglycerate dehydrogenase ,OTHER,1,None,Cytoplasmic,0.9751,None,None,o,0,0,i,316,None,None,None,None,None,None,None
WP_002457100.1,None,Cytoplasm,tRNA1_Val_ ,OTHER,1,None,Cytoplasmic,0.984,None,None,o,0,0,i,241,None,None,None,None,None,None,None
WP_002457101.1,None,Cytoplasm,methionine--tRNA ligase ,OTHER,1,None,Cytoplasmic,0.9989,None,None,o,0,0,i,656,None,None,None,None,None,None,None
WP_002457103.1,None,Cytoplasmic_membrane,polysaccharide biosynthesis protein ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i7-29o49-71i83-105o120-139i146-168o178-200i221-243o274-296i316-338o348-370i377-399o404-426i433-455o470-492i,14,14,i7-28o48-71i83-105o117-137i149-170o176-200i221-242o274-294i315-338o344-365i377-402o408-427i439-457o469-490i,513,None,None,None,None,None,None,None
WP_002457107.1,None,Unknown,alanine racemase ,OTHER,1,None,Cytoplasmic,0.9976,None,None,o,0,0,i,382,None,None,None,None,None,None,None
WP_002457108.1,None,Unknown,holo-ACP synthase ,OTHER,1,None,Cytoplasmic,0.9931,None,None,o,0,0,i,117,None,None,None,None,None,None,None
WP_002457109.1,None,Unknown,PH domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9966,None,None,o15-37i49-71o,2,2,i20-37o49-71i,169,None,None,None,None,None,None,None
WP_002457110.1,None,Unknown,PH domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9997,None,None,i12-34o44-63i187-209o234-256i365-387o391-410i,6,6,i12-33o45-64i187-211o231-256i370-388o394-413i,501,None,None,None,None,None,None,None
WP_002457111.1,None,Unknown,PH domain-containing protein ,OTHER,1,None,Cytoplasmic Membrane,0.9986,None,None,i20-42o48-70i,2,2,i17-39o51-70i,159,None,None,None,None,None,None,None
WP_002457112.1,None,Unknown,degradosome RNA helicase CshA ,OTHER,1,None,Cytoplasmic,0.9944,None,None,o,0,0,i,509,None,None,None,None,None,None,None
WP_002457113.1,wall,Unknown,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase ,OTHER,1,None,Cytoplasmic,0.9956,None,None,o,0,0,i,451,None,None,None,None,None,None,None
WP_002457116.1,None,Unknown,cardiolipin synthase ,OTHER,0.999995,None,Cytoplasmic Membrane,0.9995,None,None,o15-37i44-66o,2,2,o14-36i45-66o,494,None,None,None,None,None,None,None
WP_002457121.1,None,Unknown,single-stranded DNA-binding protein ,OTHER,1,None,Cytoplasmic,0.7069,None,None,o,0,0,i,131,None,None,None,None,None,None,None
WP_002457122.1,None,Unknown,F0F1 ATP synthase subunit B ,OTHER,1,None,Cytoplasmic Membrane,0.9992,None,None,i7-29o,1,1,o20-38i,171,None,None,None,None,None,None,None
WP_002457126.1,None,Unknown,low molecular weight protein arginine phosphatase ,OTHER,1,None,Cytoplasmic,0.9868,None,None,o,0,0,i,139,None,None,None,None,None,None,None
WP_002457127.1,None,Cytoplasm,thymidine kinase ,OTHER,1,None,Cytoplasmic,0.9956,None,None,o,0,0,i,199,None,None,None,None,None,None,None
WP_002457221.1,None,Unknown,organic hydroperoxide resistance protein ,OTHER,1,None,Cytoplasmic,0.9756,None,None,o,0,0,i,140,None,None,None,None,None,None,None
WP_002457224.1,None,Unknown,hypothetical protein ,OTHER,1,None,Cytoplasmic,0.8431,None,None,i,0,0,i,78,None,None,None,None,None,None,None
WP_002457379.1,None,Unknown,putative DNA-binding protein ,OTHER,1,None,Cytoplasmic,0.982,None,None,o,0,0,i,110,None,None,None,None,None,None,None
WP_002457670.1,None,Unknown,bacilliredoxin BrxA ,OTHER,1,None,Cytoplasmic,0.9417,None,None,o,0,0,i,145,None,None,None,None,None,None,None
WP_002457867.1,None,Unknown,membrane protein insertion efficiency factor YidD ,OTHER,0.957717,None,Cytoplasmic Membrane,0.5771,None,None,o,0,0,n4-11c18/19o,82,None,None,None,None,None,None,None
WP_002458084.1,None,Unknown,EamA family transporter RarD ,OTHER,1,None,Cytoplasmic Membrane,1,None,None,i7-29o34-56i77-99o103-125i132-149o154-171i180-202o212-234i241-263o273-291i,10,10,i9-26o38-56i77-96o108-125i132-149o155-171i183-202o214-234i246-263o269-287i,300,None,None,None,None,None,None,None
WP_002458165.1,None,Cytoplasmic_membrane,ABC transporter permease ,OTHER,1,None,Cytoplasmic Membrane,0.9996,None,None,i2-21o31-53i60-77o87-109i188-205o215-237i,6,6,n4-15c22/23o32-52i59-77o89-112i119-138o188-208i215-237o,258,None,None,None,None,None,None,None
WP_002458513.1,None,Unknown,23S rRNA ,OTHER,1,None,Cytoplasmic,0.9916,None,None,o,0,0,i,159,None,None,None,None,None,None,None
WP_002458670.1,None,Unknown,TatD family hydrolase ,OTHER,1,None,Cytoplasmic,0.9983,None,None,o,0,0,i,256,None,None,None,None,None,None,None
WP_002458726.1,None,Unknown,deoxyribose-phosphate aldolase ,OTHER,1,None,Cytoplasmic,0.9989,None,None,o,0,0,i,220,None,None,None,None,None,None,None
WP_002467551.1,None,Unknown,ArsR_SmtB family transcription factor ,OTHER,1,None,Cytoplasmic,0.8447,None,None,o,0,0,i,115,None,None,None,None,None,None,None
WP_002467582.1,None,Unknown,inositol monophosphatase family protein ,OTHER,1,None,Cytoplasmic,0.9391,None,None,o,0,0,i,273,None,None,None,None,None,None,None
WP_002467583.1,None,Unknown,cytochrome d ubiquinol oxidase subunit II ,OTHER,1,None,Cytoplasmic Membrane,0.9999,None,None,o10-32i52-74o84-103i116-138o158-180i201-223o233-255i260-279o307-329i,9,9,o6-33i54-74o80-105i117-137o157-182i203-223o235-254i261-279o303-328i,338,None,None,None,None,None,None,None
WP_002467589.1,None,Unknown,phosphoribosylformylglycinamidine synthase subunit PurL ,OTHER,1,None,Cytoplasmic,0.8839,None,None,o,0,0,i,729,None,None,None,None,None,None,None
WP_002467716.1,None,Unknown,ribokinase ,OTHER,1,None,Cytoplasmic,0.9936,None,None,o,0,0,i,307,None,None,None,None,None,None,None
WP_002467717.1,None,Unknown,CapA family protein ,OTHER,0.999967,None,Cytoplasmic Membrane,0.9605,None,None,i24-43o,1,1,i25-43o,357,None,None,None,None,None,None,None
WP_002467724.1,None,Unknown,hypothetical protein ,OTHER,0.954837,None,Extracellular,0.5466,None,None,i7-29o,1,1,i7-29o,105,None,None,None,None,None,None,None
WP_002467727.1,None,Unknown,poly-gamma-glutamate synthase PgsB ,OTHER,0.999035,None,Cytoplasmic Membrane,0.9347,None,None,o,0,0,n2-12c17/18o,385,None,None,None,None,None,None,None
WP_002467790.1,None,Unknown,MarR family winged helix-turn-helix transcriptional regulator ,OTHER,1,None,Cytoplasmic,0.9823,None,None,o,0,0,i,146,None,None,None,None,None,None,None
WP_002467821.1,None,Unknown,PrsW family glutamic-type intramembrane protease ,OTHER,1,None,Cytoplasmic Membrane,0.9989,None,None,i168-187o197-219i232-254o269-291i298-320o340-362i378-396o406-428i,8,8,i173-191o197-218i230-252o258-275i296-320o340-362i374-392o404-425i,441,None,None,None,None,None,None,None
WP_002467833.1,None,Unknown,ornithine carbamoyltransferase ,OTHER,1,None,Cytoplasmic,0.93,None,None,o,0,0,i,335,None,None,None,None,None,None,None
WP_002467848.1,None,Cytoplasm,riboflavin synthase ,OTHER,1,None,Cytoplasmic,0.9978,None,None,o,0,0,i,210,None,None,None,None,None,None,None
WP_002467980.1,None,Unknown,hypothetical protein ,OTHER,0.999618,None,Cytoplasmic Membrane,0.9903,None,None,i53-75o,1,1,o53-73i,77,None,None,None,None,None,None,None
WP_002468002.1,None,Unknown,ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.5551,None,None,o,0,0,i,291,None,None,None,None,None,None,None
WP_002468003.1,None,Unknown,thermonuclease NucI ,OTHER,0.964026,None,Extracellular,0.5132,None,None,i7-25o,1,0,n9-21c33/34o,178,None,None,None,None,None,None,None
WP_002468056.1,None,Cytoplasmic_membrane,septation ring formation regulator EzrA ,OTHER,0.99996,None,Cytoplasmic Membrane,0.9915,None,None,i2-24o,1,1,o6-23i,564,None,None,None,None,None,None,None
WP_002468185.1,None,Unknown,MupG family TIM beta-alpha barrel fold protein ,OTHER,1,None,Cytoplasmic,0.9843,None,None,o,0,0,i,350,None,None,None,None,None,None,None
WP_002468207.1,None,Unknown,CPBP family intramembrane glutamic endopeptidase ,OTHER,1,None,Cytoplasmic Membrane,0.9971,None,None,i21-43o53-75i95-112o141-163i175-194o198-217i224-246o,7,7,i20-45o51-75i95-112o142-163i175-193o199-217i229-247o,248,None,None,None,None,None,None,None
WP_002468221.1,None,Unknown,CPBP family intramembrane glutamic endopeptidase ,OTHER,1,None,Cytoplasmic Membrane,0.9984,None,None,i32-54o74-93i112-134o159-181i193-210o220-237i,6,6,i30-56o76-93i113-130o160-181i193-209o221-237i,256,None,None,None,None,None,None,None
WP_002468224.1,None,Unknown,amino acid permease ,OTHER,1,None,Cytoplasmic Membrane,0.9994,None,None,i13-35o45-67i80-102o122-144i151-173o195-217i237-259o274-296i328-350o360-382i402-421o425-442i,12,12,i12-30o42-60i80-100o120-140i152-171o191-216i237-259o271-295i328-350o356-382i402-420o426-442i,458,None,None,None,None,None,None,None
WP_002468299.1,None,Unknown,GNAT family N-acetyltransferase ,OTHER,1,None,Cytoplasmic,0.8815,None,None,o,0,0,i,286,None,None,None,None,None,None,None
WP_002468311.1,None,Unknown,D-alanine--D-alanine ligase ,OTHER,1,None,Cytoplasmic,0.9434,None,None,o,0,0,i,357,None,None,None,None,None,None,None
WP_002468313.1,None,Unknown,serine hydroxymethyltransferase ,OTHER,1,None,Cytoplasmic,0.9554,None,None,o,0,0,i,412,None,None,None,None,None,None,None
WP_002468316.1,None,Unknown,type I phosphomannose isomerase catalytic subunit ,OTHER,1,None,Cytoplasmic,0.9893,None,None,o,0,0,i,312,None,None,None,None,None,None,None
WP_002468460.1,None,Unknown,hypothetical protein ,OTHER,0.889072,None,Cytoplasmic Membrane,0.7409,None,None,o4-21i,1,0,n3-14c21/22o,290,None,None,None,None,None,None,None
WP_002468469.1,None,Unknown,"phosphonate ABC transporter, permease protein PhnE ",OTHER,1,None,Cytoplasmic Membrane,0.9998,None,None,i20-42o83-105i117-139o191-213i220-239o244-266i,6,7,i20-38o84-106i118-139o145-166i191-211o217-238i245-266o,271,None,None,None,None,None,None,None
WP_002468470.1,None,Unknown,hypothetical protein ,OTHER,0.999994,None,Cytoplasmic Membrane,0.9896,None,None,i12-34o71-93i105-127o131-153i160-182o202-219i240-262o272-294i344-366o370-392i399-421o,11,13,o12-30i42-60o72-93i105-127o133-153i160-181o201-219i226-241o247-264i271-290o344-368i375-395o401-421i,433,None,None,None,None,None,None,None
WP_002468549.1,None,Unknown,chromosome segregation protein SMC ,OTHER,1,None,Cytoplasmic,0.9908,None,None,o,0,0,i,1189,None,None,None,None,None,None,None
WP_002468671.1,None,Unknown,VOC family protein ,OTHER,1,None,Cytoplasmic,0.9876,None,None,o,0,0,i,138,None,None,None,None,None,None,None
WP_002468721.1,None,Unknown,redox-sensitive transcriptional regulator HypR ,OTHER,1,None,Cytoplasmic,0.9862,None,None,o,0,0,i,140,None,None,None,None,None,None,None
WP_002468728.1,None,Unknown,ATP-dependent sacrificial sulfur transferase LarE ,OTHER,1,None,Cytoplasmic,0.9902,None,None,o,0,0,i,275,None,None,None,None,None,None,None
WP_002468861.1,None,Cytoplasm,phosphoglycerate kinase ,OTHER,1,None,Cytoplasmic,0.9839,None,None,o,0,0,i,396,None,None,None,None,None,None,None
WP_002468903.1,None,Cytoplasm,translation initiation factor IF-2 ,OTHER,1,None,Cytoplasmic,0.9892,None,None,o,0,0,i,720,None,None,None,None,None,None,None
WP_002468913.1,None,Unknown,DUF4355 domain-containing protein ,OTHER,0.99987,None,Cytoplasmic,0.9762,None,None,o,0,0,i,127,None,None,None,None,None,None,None
WP_002468914.1,None,Unknown,YfhO family protein ,OTHER,0.656231,None,Cytoplasmic Membrane,0.9884,None,None,i7-24o108-130i143-165o190-212i233-255o283-305i312-331o346-365i372-391o395-414i421-443o836-853i,12,13,n5-16c20/21o77-99i111-134o140-162i182-200o206-223i235-255o290-308i315-336o348-365i372-391o397-414i421-443o832-853i,866,None,None,None,None,None,None,None
WP_002468921.1,None,Unknown,phosphonate ABC transporter ATP-binding protein ,OTHER,1,None,Cytoplasmic Membrane,0.9718,None,None,o,0,0,i,257,None,None,None,None,None,None,None
WP_002469035.1,None,Unknown,ArsR_SmtB family transcription factor ,OTHER,1,None,Cytoplasmic,0.9714,None,None,o,0,0,i,114,None,None,None,None,None,None,None
WP_002469061.1,None,Unknown,"L-serine ammonia-lyase, iron-sulfur-dependent, subunit alpha ",OTHER,1,None,Cytoplasmic,0.943,None,None,o,0,0,i,299,None,None,None,None,None,None,None
