qseqid	sseqid	pident	length	evalue	bitscore
WP_002489842.1	sp|O33635|ATL_STAEP	41.176	17	7.6	20.8
WP_001832314.1	sp|O33635|ATL_STAEP	40.909	22	7.6	18.9
WP_001832307.1	sp|O86487|SDRC_STAAE	40	15	7.6	19.2
WP_002469060.1	sp|Q2FJ78|SDRD_STAA3	39.13	23	7.6	15.8
WP_001831234.1	sp|O86487|SDRC_STAAE	38.095	21	7.6	17.3
WP_002437674.1	sp|Q2FJ77|SDRE_STAA3	37.5	16	7.6	17.3
WP_001832142.1	sp|O33635|ATL_STAEP	36.842	19	7.6	17.7
WP_002456500.1	sp|Q2G2B2|SASG_STAA8	36.842	19	7.6	20
WP_002456722.1	tr|A0A390J584|A0A390J584_STAAU	36.842	19	7.6	20
WP_002501902.1	sp|Q2FUW1|SRAP_STAA8	36.842	19	7.6	16.9
WP_001829935.1	sp|Q53653|CLFA_STAAE	36.364	22	7.6	17.7
WP_002439780.1	sp|O33635|ATL_STAEP	35.714	28	7.6	19.6
WP_002456352.1	sp|O33635|ATL_STAEP	35.714	28	7.6	19.2
WP_001105987.1	sp|Q2FHV1|ISDA_STAA3	35.484	31	7.6	18.5
WP_134943505.1	sp|Q2FHV1|ISDA_STAA3	35.484	31	7.6	18.5
WP_002456997.1	sp|A6QF98|EMP_STAAE	35	20	7.6	20
WP_001832559.1	sp|Q8NW39|ISDH_STAAW	34.783	23	7.6	18.1
WP_001829596.1	sp|Q2FJ77|SDRE_STAA3	33.333	30	7.6	18.9
WP_083553767.1	sp|Q2FE03|FNBA_STAA3	33.333	27	7.6	20
WP_001832059.1	sp|O33635|ATL_STAEP	32.432	37	7.6	19.2
WP_002438147.1	sp|Q53654|CNA_STAAU	32.432	37	7.6	20
WP_002438147.1	sp|Q53654|CNA_STAAU	32.432	37	7.6	20
WP_001830585.1	sp|Q8NW39|ISDH_STAAW	32.353	34	7.6	17.7
WP_002456988.1	sp|A6QF98|EMP_STAAE	32.258	31	7.6	18.9
WP_001830936.1	sp|Q2FJ78|SDRD_STAA3	32	25	7.6	19.2
WP_002456548.1	sp|P80544|PLS_STAAU	32	25	7.6	18.5
WP_002456615.1	sp|P80544|PLS_STAAU	31.915	47	7.6	19.2
WP_002387625.1	sp|Q2G2B2|SASG_STAA8	31.429	35	7.6	18.9
WP_001833056.1	sp|P80544|PLS_STAAU	31.25	32	7.6	20
WP_001831436.1	sp|P80544|PLS_STAAU	31.034	29	7.6	18.5
WP_001831436.1	sp|P80544|PLS_STAAU	31.034	29	7.6	18.5
WP_001831436.1	sp|P80544|PLS_STAAU	31.034	29	7.6	18.5
WP_001832101.1	tr|Q6T1I1|Q6T1I1_STAAU	30.769	26	7.6	18.1
WP_001831473.1	sp|Q2FHV1|ISDA_STAA3	30.556	36	7.6	19.6
WP_001830979.1	sp|Q8NW39|ISDH_STAAW	30.233	43	7.6	19.6
WP_002486299.1	sp|Q2FUW1|SRAP_STAA8	30.233	43	7.6	19.6
WP_002470194.1	sp|Q2FE03|FNBA_STAA3	30	70	7.6	20.4
WP_002489707.1	sp|Q2FJ78|SDRD_STAA3	30	50	7.6	19.2
WP_002439542.1	sp|Q2FE03|FNBA_STAA3	29.73	37	7.6	18.9
WP_002456744.1	sp|O86487|SDRC_STAAE	29.73	37	7.6	20
WP_001829923.1	sp|Q2FJ77|SDRE_STAA3	29.268	41	7.6	19.2
WP_002456586.1	sp|Q53654|CNA_STAAU	29.167	24	7.6	16.5
WP_002456586.1	sp|Q53654|CNA_STAAU	29.167	24	7.6	16.5
WP_002456586.1	sp|Q53654|CNA_STAAU	29.167	24	7.6	16.5
WP_001830758.1	sp|A6QF98|EMP_STAAE	29.07	86	7.6	19.6
WP_001829441.1	sp|P80544|PLS_STAAU	28.571	91	7.6	20
WP_002456102.1	sp|O33635|ATL_STAEP	28.205	78	7.6	18.5
WP_001832563.1	sp|Q53653|CLFA_STAAE	27.778	54	7.6	19.2
WP_001829755.1	sp|P80544|PLS_STAAU	27.119	59	7.6	16.9
WP_001832789.1	sp|Q2FE03|FNBA_STAA3	26.866	67	7.6	19.6
WP_001833065.1	sp|Q2FUW1|SRAP_STAA8	26.582	79	7.6	19.2
WP_001830417.1	sp|Q8NW39|ISDH_STAAW	26.19	42	7.6	18.9
WP_002468549.1	sp|A6QF98|EMP_STAAE	26.19	42	7.6	21.2
WP_002474706.1	sp|Q2FJ77|SDRE_STAA3	26.19	42	7.6	19.2
WP_002485371.1	sp|Q2FHV1|ISDA_STAA3	26.087	69	7.6	19.2
WP_001831644.1	sp|Q2FUW1|SRAP_STAA8	25.556	90	7.6	18.1
WP_002438731.1	sp|A6QF98|EMP_STAAE	25.532	47	7.6	19.2
WP_001831459.1	sp|Q2FJ77|SDRE_STAA3	25	44	7.6	17.3
WP_172458391.1	sp|Q53653|CLFA_STAAE	25	28	7.6	20.4
WP_001830114.1	sp|Q8NW39|ISDH_STAAW	24.638	69	7.6	17.7
WP_002489913.1	sp|P80544|PLS_STAAU	24.138	116	7.6	18.1
WP_001832229.1	sp|P0C047|ESXB_STAAE	23.256	43	7.6	17.7
WP_002489285.1	sp|O86487|SDRC_STAAE	22.535	71	7.6	18.9
WP_002476740.1	sp|Q8NW39|ISDH_STAAW	21.212	33	7.6	18.5
WP_001833073.1	sp|Q2FJ78|SDRD_STAA3	21.053	57	7.6	19.6
WP_001830869.1	sp|P80544|PLS_STAAU	20.312	64	7.6	19.6
WP_001829474.1	sp|Q2FUW1|SRAP_STAA8	63.636	11	7.7	19.6
WP_001830040.1	tr|A0A1L7H885|A0A1L7H885_STAAU	58.333	12	7.7	17.7
WP_002456499.1	sp|P80544|PLS_STAAU	56.522	23	7.7	19.2
WP_001831493.1	sp|Q2FJ78|SDRD_STAA3	53.846	13	7.7	18.1
WP_002489714.1	sp|Q2FE03|FNBA_STAA3	53.333	15	7.7	20
WP_001830179.1	sp|A0A0H2XI99|ESXA_STAA3	50	10	7.7	17.7
WP_001831623.1	sp|Q5HCR7|CLFB_STAAC	50	18	7.7	19.6
WP_001832593.1	sp|Q2G2B2|SASG_STAA8	50	16	7.7	16.5
WP_280114369.1	sp|Q53654|CNA_STAAU	50	16	7.7	19.6
WP_001551924.1	sp|Q53653|CLFA_STAAE	46.154	13	7.7	18.1
WP_001831030.1	sp|P80544|PLS_STAAU	45.455	11	7.7	16.2
WP_002438009.1	sp|Q2FE03|FNBA_STAA3	45	20	7.7	18.9
WP_002437911.1	sp|P80544|PLS_STAAU	44.444	18	7.7	20.4
WP_001830659.1	sp|P80544|PLS_STAAU	43.75	16	7.7	18.5
WP_001831312.1	sp|Q2FE03|FNBA_STAA3	42.857	14	7.7	18.1
WP_410467994.1	sp|O33635|ATL_STAEP	42.308	26	7.7	20.4
WP_001829902.1	sp|Q2FE03|FNBA_STAA3	42.105	19	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_002438349.1	sp|Q2G2B2|SASG_STAA8	40.741	27	7.7	19.2
WP_001551924.1	sp|Q53654|CNA_STAAU	40	20	7.7	18.1
WP_001831121.1	sp|Q2FE03|FNBA_STAA3	40	20	7.7	19.2
WP_002447102.1	sp|O33635|ATL_STAEP	40	15	7.7	18.9
WP_001829764.1	tr|A0A390J584|A0A390J584_STAAU	39.394	33	7.7	18.9
WP_001831164.1	sp|A6QF98|EMP_STAAE	39.13	23	7.7	17.7
WP_002437166.1	sp|Q2FJ78|SDRD_STAA3	39.13	23	7.7	18.9
WP_000968575.1	sp|Q2FE03|FNBA_STAA3	38.462	26	7.7	17.3
WP_002438753.1	sp|Q7A656|ISDB_STAAN	37.931	29	7.7	18.1
WP_256647372.1	sp|Q8NW39|ISDH_STAAW	36.842	19	7.7	16.2
WP_001832522.1	sp|O33635|ATL_STAEP	36.364	22	7.7	17.3
WP_002438914.1	sp|Q2FJ78|SDRD_STAA3	36.364	44	7.7	19.2
WP_001833032.1	sp|P80544|PLS_STAAU	36.111	36	7.7	20.4
WP_002458379.1	sp|O86487|SDRC_STAAE	36	25	7.7	18.9
WP_001832305.1	sp|Q53654|CNA_STAAU	35.714	28	7.7	20
WP_001832305.1	sp|Q53654|CNA_STAAU	35.714	28	7.7	20
WP_153801568.1	sp|P80544|PLS_STAAU	35.714	14	7.7	15.4
WP_001829472.1	sp|Q2FJ78|SDRD_STAA3	35.294	34	7.7	18.1
WP_001831285.1	sp|Q7A656|ISDB_STAAN	34.884	43	7.7	18.1
WP_001829470.1	sp|A0A0H2XI99|ESXA_STAA3	34.783	23	7.7	18.9
WP_001829444.1	sp|Q53654|CNA_STAAU	34.091	44	7.7	18.9
WP_001831407.1	sp|Q5HCR7|CLFB_STAAC	33.333	45	7.7	19.6
WP_001832762.1	sp|Q2G2B2|SASG_STAA8	33.333	30	7.7	19.6
WP_002485262.1	sp|P80544|PLS_STAAU	33.333	30	7.7	19.6
WP_002489661.1	sp|Q2G2B2|SASG_STAA8	33.333	24	7.7	17.7
WP_001831977.1	sp|Q2FJ77|SDRE_STAA3	32.609	46	7.7	20
WP_001830474.1	sp|Q2FJ78|SDRD_STAA3	32.143	28	7.7	17.3
WP_049387488.1	sp|Q2G2B2|SASG_STAA8	32.143	28	7.7	20
WP_001118667.1	sp|Q2G2B2|SASG_STAA8	32	25	7.7	17.3
WP_001829404.1	sp|A6QF98|EMP_STAAE	31.818	22	7.7	18.9
WP_002437162.1	tr|A0A1L7H885|A0A1L7H885_STAAU	31.25	16	7.7	19.2
WP_001829855.1	sp|Q2FJ77|SDRE_STAA3	31.034	29	7.7	18.9
WP_001830978.1	sp|Q2FE03|FNBA_STAA3	28.947	38	7.7	18.9
WP_001829416.1	sp|Q2FE03|FNBA_STAA3	28.261	46	7.7	18.1
WP_001829594.1	sp|O33635|ATL_STAEP	28.205	39	7.7	19.2
WP_001830837.1	sp|Q2FJ77|SDRE_STAA3	28.169	71	7.7	17.7
WP_002437731.1	sp|Q2FHV1|ISDA_STAA3	28	25	7.7	19.6
WP_001830479.1	sp|Q2G2B2|SASG_STAA8	27.586	29	7.7	19.6
WP_049387527.1	sp|Q53654|CNA_STAAU	27.027	37	7.7	19.2
WP_001830533.1	sp|Q2FJ77|SDRE_STAA3	25.862	58	7.7	19.2
WP_002457133.1	sp|Q2G2B2|SASG_STAA8	25.532	47	7.7	19.6
WP_001829810.1	sp|P80544|PLS_STAAU	25	88	7.7	18.5
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	25	44	7.7	19.2
WP_001831987.1	sp|Q2G2B2|SASG_STAA8	25	44	7.7	19.2
WP_002439060.1	sp|Q2G2B2|SASG_STAA8	25	76	7.7	19.6
WP_002439060.1	sp|Q2G2B2|SASG_STAA8	25	76	7.7	19.6
WP_002439060.1	sp|Q2G2B2|SASG_STAA8	25	76	7.7	19.6
WP_002439060.1	sp|Q2G2B2|SASG_STAA8	25	76	7.7	19.6
WP_002439060.1	sp|Q2G2B2|SASG_STAA8	25	76	7.7	19.6
WP_002440219.1	sp|A0A0H2XI99|ESXA_STAA3	25	100	7.7	19.2
WP_002485010.1	sp|Q7A656|ISDB_STAAN	25	64	7.7	18.5
WP_001830557.1	sp|Q5HCR7|CLFB_STAAC	24.528	53	7.7	17.3
WP_001829904.1	sp|O86487|SDRC_STAAE	24.427	131	7.7	18.5
WP_001829474.1	sp|A0A0H2XI99|ESXA_STAA3	24.138	58	7.7	18.9
WP_002456708.1	sp|Q7A656|ISDB_STAAN	23.529	68	7.7	18.1
WP_002469536.1	sp|Q2G2B2|SASG_STAA8	23.256	43	7.7	17.7
WP_002489911.1	sp|Q53654|CNA_STAAU	20.833	48	7.7	18.9
WP_002489911.1	sp|Q53654|CNA_STAAU	20.833	48	7.7	18.9
WP_002489911.1	sp|Q53654|CNA_STAAU	20.833	48	7.7	18.9
WP_001551924.1	sp|Q53654|CNA_STAAU	20.408	49	7.7	18.1
WP_001551924.1	sp|Q53654|CNA_STAAU	20.408	49	7.7	18.1
WP_001831835.1	sp|Q2FUW1|SRAP_STAA8	75	8	7.8	18.5
WP_002469436.1	sp|Q2G2B2|SASG_STAA8	63.636	11	7.8	18.5
WP_002456747.1	sp|Q2FJ78|SDRD_STAA3	61.538	13	7.8	19.2
WP_001829472.1	sp|P80544|PLS_STAAU	57.143	14	7.8	18.1
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_001830662.1	sp|Q2G2B2|SASG_STAA8	57.143	14	7.8	19.6
WP_002456747.1	sp|Q2FJ77|SDRE_STAA3	57.143	14	7.8	19.2
WP_021298772.1	sp|O33635|ATL_STAEP	54.545	11	7.8	18.9
WP_001830525.1	sp|Q2FE03|FNBA_STAA3	52.941	17	7.8	18.1
WP_001830009.1	sp|O86487|SDRC_STAAE	50	14	7.8	16.5
WP_001832311.1	sp|Q5HCR7|CLFB_STAAC	50	16	7.8	18.9
WP_002457104.1	sp|Q53654|CNA_STAAU	50	20	7.8	17.7
WP_002468185.1	sp|P80544|PLS_STAAU	50	10	7.8	19.2
WP_001832221.1	sp|P80544|PLS_STAAU	47.826	23	7.8	19.6
WP_001832221.1	sp|P80544|PLS_STAAU	47.826	23	7.8	19.6
WP_001832221.1	sp|P80544|PLS_STAAU	47.826	23	7.8	19.6
WP_001832221.1	sp|P80544|PLS_STAAU	47.826	23	7.8	19.6
WP_001832789.1	sp|O33635|ATL_STAEP	47.059	17	7.8	19.6
WP_001831030.1	sp|O33635|ATL_STAEP	46.154	13	7.8	16.2
WP_001829838.1	sp|Q5HCR7|CLFB_STAAC	45	20	7.8	18.9
WP_002438725.1	sp|Q5HCR7|CLFB_STAAC	44.444	18	7.8	19.6
WP_002489842.1	sp|Q2G2B2|SASG_STAA8	44	25	7.8	20.8
WP_001830161.1	sp|Q5HCR7|CLFB_STAAC	42.857	35	7.8	18.9
WP_001830773.1	sp|P80544|PLS_STAAU	42.857	35	7.8	19.6
WP_001831307.1	sp|Q5HCR7|CLFB_STAAC	42.857	14	7.8	18.9
WP_001832410.1	sp|Q8NW39|ISDH_STAAW	40	20	7.8	18.5
WP_002440219.1	sp|Q53654|CNA_STAAU	38.889	18	7.8	20
WP_002440219.1	sp|Q53654|CNA_STAAU	38.889	18	7.8	20
WP_002440219.1	sp|Q53654|CNA_STAAU	38.889	18	7.8	20
WP_001829659.1	sp|Q5HCR7|CLFB_STAAC	38.462	26	7.8	18.5
WP_002489667.1	sp|Q2FJ77|SDRE_STAA3	38.462	39	7.8	20.4
WP_000968575.1	sp|P80544|PLS_STAAU	38.095	21	7.8	17.3
WP_001830152.1	sp|Q2FJ78|SDRD_STAA3	37.5	32	7.8	20.8
WP_001832499.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	36.842	19	7.8	18.5
WP_002456500.1	sp|O86487|SDRC_STAAE	36.842	19	7.8	20
WP_001829306.1	sp|Q2FHV1|ISDA_STAA3	36.364	33	7.8	18.9
WP_001830423.1	sp|O86487|SDRC_STAAE	36.364	22	7.8	19.6
WP_002437676.1	sp|Q53654|CNA_STAAU	35.294	17	7.8	15.8
WP_001830655.1	sp|Q5HCR7|CLFB_STAAC	35.135	37	7.8	19.2
WP_025987120.1	sp|Q2FJ77|SDRE_STAA3	34.884	43	7.8	20.4
WP_000931963.1	sp|Q2G2B2|SASG_STAA8	34.783	23	7.8	16.5
WP_049387519.1	sp|Q53654|CNA_STAAU	34.783	23	7.8	16.9
WP_049387519.1	sp|Q53654|CNA_STAAU	34.783	23	7.8	16.9
WP_049387519.1	sp|Q53654|CNA_STAAU	34.783	23	7.8	16.9
WP_001830862.1	sp|O33635|ATL_STAEP	34.615	26	7.8	20.8
WP_002439035.1	tr|A0A390J584|A0A390J584_STAAU	34.483	29	7.8	19.2
WP_002455936.1	sp|P80544|PLS_STAAU	34.146	41	7.8	19.2
WP_001830785.1	sp|Q2FUW1|SRAP_STAA8	33.333	33	7.8	20.8
WP_001831565.1	sp|P80544|PLS_STAAU	33.333	18	7.8	19.2
WP_002437911.1	sp|O33635|ATL_STAEP	33.333	33	7.8	20.4
WP_002438276.1	sp|O33635|ATL_STAEP	33.333	24	7.8	20
WP_002438990.1	sp|O33635|ATL_STAEP	33.333	30	7.8	18.9
WP_002489229.1	sp|Q8NW39|ISDH_STAAW	33.333	12	7.8	18.1
WP_002457127.1	sp|P80544|PLS_STAAU	32.558	43	7.8	18.5
WP_002484563.1	sp|Q2FJ78|SDRD_STAA3	32.258	31	7.8	19.6
WP_161375103.1	sp|Q2FJ77|SDRE_STAA3	31.034	29	7.8	15.4
WP_001833064.1	sp|Q2FJ77|SDRE_STAA3	30.769	26	7.8	16.9
WP_001829898.1	sp|Q2FE03|FNBA_STAA3	30.435	23	7.8	17.3
WP_002489838.1	sp|Q2FJ77|SDRE_STAA3	30.435	69	7.8	19.6
WP_002467790.1	sp|O33635|ATL_STAEP	30.137	73	7.8	17.7
WP_002456496.1	sp|Q2FUW1|SRAP_STAA8	30	50	7.8	18.9
WP_002456058.1	sp|Q7A656|ISDB_STAAN	29.825	57	7.8	18.1
WP_001829365.1	sp|Q2G2B2|SASG_STAA8	29.73	37	7.8	18.1
WP_002457109.1	sp|Q8NW39|ISDH_STAAW	29.63	27	7.8	18.1
WP_001830095.1	sp|P80544|PLS_STAAU	29.412	34	7.8	15.4
WP_001832022.1	tr|A0A390J584|A0A390J584_STAAU	29.268	41	7.8	19.6
WP_002456528.1	sp|Q53654|CNA_STAAU	28.947	76	7.8	19.6
WP_001830750.1	sp|Q2G2B2|SASG_STAA8	28.125	32	7.8	19.2
WP_001830750.1	sp|Q2G2B2|SASG_STAA8	28.125	32	7.8	19.2
WP_001830900.1	sp|Q2G2B2|SASG_STAA8	28.125	64	7.8	20
WP_001831333.1	sp|Q7A656|ISDB_STAAN	28.125	32	7.8	18.1
WP_001831100.1	sp|Q2FE03|FNBA_STAA3	28	25	7.8	19.6
WP_002438915.1	sp|Q2FJ78|SDRD_STAA3	27.907	43	7.8	19.2
WP_000733270.1	tr|Q6T1I1|Q6T1I1_STAAU	27.778	36	7.8	18.5
WP_002502572.1	sp|Q2FHV1|ISDA_STAA3	27.586	29	7.8	20
WP_000711815.1	sp|Q7A656|ISDB_STAAN	27.273	22	7.8	17.7
WP_001830082.1	tr|A0A390J584|A0A390J584_STAAU	27.119	59	7.8	18.9
WP_001829343.1	sp|Q2FJ78|SDRD_STAA3	27.027	37	7.8	17.3
WP_002438502.1	tr|A0A390J584|A0A390J584_STAAU	26.761	71	7.8	18.5
WP_001829367.1	sp|O33635|ATL_STAEP	26.667	45	7.8	16.5
WP_002456586.1	sp|Q53654|CNA_STAAU	26.087	46	7.8	16.5
WP_001830482.1	sp|A6QF98|EMP_STAAE	25.532	47	7.8	19.2
WP_002468056.1	sp|Q53653|CLFA_STAAE	25	36	7.8	20
WP_002457221.1	sp|Q53653|CLFA_STAAE	24.324	37	7.8	17.7
WP_001831900.1	sp|Q2FE03|FNBA_STAA3	24.242	33	7.8	17.3
WP_002437720.1	sp|O33635|ATL_STAEP	24.242	33	7.8	19.2
WP_001829468.1	sp|P80544|PLS_STAAU	23.077	26	7.8	18.9
WP_001830430.1	sp|Q2FJ77|SDRE_STAA3	21.875	64	7.8	17.3
WP_002438689.1	sp|Q2G2B2|SASG_STAA8	21.723	267	7.8	21.2
WP_001830368.1	sp|A6QF98|EMP_STAAE	21.429	56	7.8	19.6
WP_002438170.1	sp|Q2FUW1|SRAP_STAA8	75	8	7.9	19.2
WP_001829714.1	sp|A6QF98|EMP_STAAE	71.429	7	7.9	17.3
WP_002439610.1	sp|A6QF98|EMP_STAAE	70	10	7.9	18.1
WP_001830393.1	sp|O86487|SDRC_STAAE	60	10	7.9	18.1
WP_001832216.1	sp|Q2FJ78|SDRD_STAA3	60	10	7.9	18.1
WP_001831813.1	sp|Q5HCR7|CLFB_STAAC	54.545	11	7.9	19.2
WP_001832033.1	sp|Q53653|CLFA_STAAE	53.846	13	7.9	19.2
WP_002438862.1	sp|Q2FUW1|SRAP_STAA8	53.333	15	7.9	19.2
WP_001829727.1	sp|Q2FE03|FNBA_STAA3	50	10	7.9	18.5
WP_002439460.1	sp|Q2FUW1|SRAP_STAA8	50	12	7.9	18.9
WP_002468185.1	sp|Q53654|CNA_STAAU	50	12	7.9	19.2
WP_001830954.1	sp|Q53654|CNA_STAAU	47.368	19	7.9	17.7
WP_001832893.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	47.059	17	7.9	18.1
WP_153801568.1	sp|Q2FUW1|SRAP_STAA8	46.154	13	7.9	15.4
WP_001831087.1	sp|Q7A656|ISDB_STAAN	44.444	18	7.9	20
WP_001830163.1	sp|Q7A656|ISDB_STAAN	43.478	23	7.9	18.5
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832688.1	sp|Q2G2B2|SASG_STAA8	42.857	21	7.9	19.2
WP_001832103.1	sp|Q2FE03|FNBA_STAA3	42.105	19	7.9	19.2
WP_025987135.1	sp|O33635|ATL_STAEP	42.105	19	7.9	19.2
WP_001832767.1	sp|Q8NW39|ISDH_STAAW	41.176	17	7.9	18.5
WP_002437663.1	sp|O33635|ATL_STAEP	40.909	22	7.9	18.9
WP_001829667.1	sp|Q2FJ78|SDRD_STAA3	40	15	7.9	19.2
WP_001830886.1	sp|Q2G2B2|SASG_STAA8	40	20	7.9	18.9
WP_001830886.1	sp|Q2G2B2|SASG_STAA8	40	20	7.9	18.9
WP_001830886.1	sp|Q2G2B2|SASG_STAA8	40	20	7.9	18.9
WP_001830886.1	sp|Q2G2B2|SASG_STAA8	40	20	7.9	18.9
WP_001830886.1	sp|Q2G2B2|SASG_STAA8	40	20	7.9	18.9
WP_001831972.1	tr|A0A390J584|A0A390J584_STAAU	40	20	7.9	17.7
WP_002455958.1	sp|O33635|ATL_STAEP	40	20	7.9	20
WP_002457101.1	sp|Q53653|CLFA_STAAE	40	25	7.9	20.4
WP_002489770.1	sp|Q8NW39|ISDH_STAAW	37.5	32	7.9	21.2
WP_001832284.1	sp|Q2G2B2|SASG_STAA8	36.364	33	7.9	18.5
WP_001832365.1	tr|Q6T1I1|Q6T1I1_STAAU	36.364	22	7.9	20
WP_001831906.1	sp|Q5HCR7|CLFB_STAAC	36	25	7.9	19.6
WP_083553765.1	sp|Q2FJ78|SDRD_STAA3	36	25	7.9	19.2
WP_002456633.1	sp|P80544|PLS_STAAU	35.135	37	7.9	18.9
WP_001832195.1	sp|Q7A656|ISDB_STAAN	34.615	26	7.9	16.9
WP_001832056.1	sp|Q53654|CNA_STAAU	34.483	29	7.9	18.5
WP_001831654.1	sp|O33635|ATL_STAEP	34.286	35	7.9	19.2
WP_001832134.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	33.333	27	7.9	17.7
WP_002468490.1	sp|Q2FJ78|SDRD_STAA3	33.333	33	7.9	16.2
WP_002438731.1	sp|Q2FJ77|SDRE_STAA3	31.579	38	7.9	19.2
WP_002485371.1	sp|O33635|ATL_STAEP	31.579	19	7.9	19.2
WP_002467597.1	sp|O33635|ATL_STAEP	31.25	16	7.9	16.2
WP_002456548.1	sp|Q2FJ77|SDRE_STAA3	29.825	57	7.9	18.5
WP_001830039.1	sp|O33635|ATL_STAEP	29.63	27	7.9	18.5
WP_002470417.1	sp|Q2FE03|FNBA_STAA3	29.412	34	7.9	20.8
WP_001831861.1	sp|P80544|PLS_STAAU	29.31	58	7.9	19.6
WP_001831995.1	sp|Q7A656|ISDB_STAAN	29.293	99	7.9	19.6
WP_002438990.1	sp|O86487|SDRC_STAAE	28.889	45	7.9	18.9
WP_002456548.1	sp|Q53653|CLFA_STAAE	28.571	14	7.9	18.5
WP_001830574.1	sp|Q2FE03|FNBA_STAA3	28.261	46	7.9	18.9
WP_002457122.1	sp|Q2FJ78|SDRD_STAA3	28.125	32	7.9	18.1
WP_001831576.1	sp|O33635|ATL_STAEP	27.273	22	7.9	18.9
WP_410467994.1	sp|O33635|ATL_STAEP	26.984	63	7.9	20.4
WP_002456059.1	sp|Q2FJ78|SDRD_STAA3	26.471	34	7.9	19.2
WP_002456487.1	sp|Q53653|CLFA_STAAE	26.316	38	7.9	19.6
WP_001830163.1	sp|O33635|ATL_STAEP	26.087	23	7.9	18.5
WP_001830418.1	sp|Q7A656|ISDB_STAAN	25.806	31	7.9	20.4
WP_001831115.1	sp|Q8NW39|ISDH_STAAW	25.676	74	7.9	18.9
WP_001831089.1	sp|O33635|ATL_STAEP	25.532	47	7.9	18.9
WP_001832554.1	sp|Q2G2B2|SASG_STAA8	25.301	83	7.9	20.4
WP_001830124.1	sp|O33635|ATL_STAEP	25	36	7.9	19.6
WP_001830636.1	sp|A6QF98|EMP_STAAE	25	44	7.9	20
WP_001832403.1	sp|Q2FE03|FNBA_STAA3	25	80	7.9	18.5
WP_002439653.1	sp|A6QF98|EMP_STAAE	25	48	7.9	18.1
WP_001829501.1	sp|O33635|ATL_STAEP	24.8	125	7.9	19.6
WP_057504628.1	sp|P80544|PLS_STAAU	24	125	7.9	21.9
WP_002468861.1	sp|O33635|ATL_STAEP	23.75	80	7.9	19.6
WP_002456051.1	sp|A6QF98|EMP_STAAE	22.353	85	7.9	17.3
WP_001829709.1	tr|A0A0U3TLJ6|A0A0U3TLJ6_STAAU	22.222	18	7.9	15
WP_001832112.1	sp|Q2FJ77|SDRE_STAA3	22.222	54	7.9	17.3
WP_002456741.1	sp|Q53654|CNA_STAAU	22	100	7.9	20
WP_054828593.1	sp|O33635|ATL_STAEP	21.429	42	7.9	18.5
WP_002456554.1	sp|Q5HCR7|CLFB_STAAC	21.186	118	7.9	19.6
WP_001832142.1	sp|P80544|PLS_STAAU	20.833	48	7.9	17.7
WP_001832784.1	sp|Q2FJ78|SDRD_STAA3	19.792	96	7.9	19.2
WP_001829773.1	sp|Q53653|CLFA_STAAE	85.714	7	8	19.2
WP_001830148.1	sp|Q2G2B2|SASG_STAA8	66.667	9	8	17.3
WP_001831842.1	sp|Q2FE03|FNBA_STAA3	62.5	8	8	17.3
WP_011082604.1	sp|O33635|ATL_STAEP	62.5	8	8	15.4
WP_001830727.1	sp|O33635|ATL_STAEP	58.333	12	8	18.9
WP_001831262.1	sp|Q8NW39|ISDH_STAAW	58.333	12	8	16.5
WP_001832039.1	sp|Q2FJ78|SDRD_STAA3	56.25	16	8	18.9
WP_001831053.1	sp|Q8NW39|ISDH_STAAW	53.846	13	8	18.5
